,rental_id,rent,Unit Price ($/ft2),Discount Rate (γ),Balanced Price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,NEW NEIGHBOR,borough,
2074,7396,2650,6.036,0.7819792921,7.719445426,0.5,1,439,1,23,104,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2088,9033,4895,6.382,0.7749206845,8.235691665,1,1,767,2,16,8,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2196,10821,3500,5.000,0.7749206845,6.452273245,1,1,700,3,8,11,1,1,0,0,1,1,0,1,Midtown South,Midtown,Manhattan,
2241,5051,2700,5.284,0.7819792921,6.756901867,0.5,1,511,3,30,30,0,0,0,0,1,0,0,0,Midtown South,Midtown,Manhattan,
2276,4996,2950,5.673,0.7819792921,7.254766182,0.5,1,520,2,14,14,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2332,56,3500,6.250,0.7819792921,7.992539014,0.5,1,560,4,35,12,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2359,4911,2600,5.804,0.7819792921,7.42164337,0.5,1,448,1,6,103,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2383,9031,4335,7.998,0.7749206845,10.32125628,1,1,542,2,28,8,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2407,9032,7125,6.978,0.9466046632,7.372087598,2,2,1021,2,35,8,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2474,6785,6000,6.110,0.7749206845,7.884651624,1,1,982,7,41,6,0,0,0,1,1,0,0,0,Midtown South,Midtown,Manhattan,
2492,5992,5400,3.600,0.9660789048,3.726403694,3,2,1500,3,11,32,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2500,5031,3200,6.154,0.7819792921,7.869576875,0.5,1,520,2,29,14,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2506,4734,2675,6.011,0.7819792921,7.687206063,0.5,1,445,1,16,103,0,0,1,0,1,0,0,0,Midtown South,Midtown,Manhattan,
2510,8268,2750,5.729,0.7749206845,7.39322976,1,1,480,1,5,103,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2528,1433,2850,5.840,0.7749206845,7.536466701,1,1,488,1,14,103,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2553,10861,3450,5.399,0.7749206845,6.967243411,1,1,639,3,16,30,1,1,0,1,1,0,0,1,Midtown South,Midtown,Manhattan,
2606,7395,3700,4.654,0.7749206845,6.005889562,1,1,795,1,8,104,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2659,3540,6000,5.008,0.9466046632,5.290854187,2,2,1198,3,20,11,0,0,0,0,1,0,0,0,Midtown South,Midtown,Manhattan,
2675,5085,3195,6.144,0.7819792921,7.857280661,0.5,1,520,2,30,14,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2723,873,5700,4.071,0.9660789048,4.21438513,3,2,1400,3,9,32,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2762,7457,3000,4.688,0.7819792921,5.99440426,0.5,1,640,5,46,13,0,1,0,1,1,0,0,1,Midtown South,Midtown,Manhattan,
2805,303,6995,4.837,0.9466046632,5.110351659,2,2,1446,3,35,11,0,1,0,1,1,1,0,1,Midtown South,Midtown,Manhattan,
2841,8798,4700,4.700,0.9466046632,4.965113931,2,2,1000,4,7,30,0,1,0,1,1,1,0,1,Midtown South,Midtown,Manhattan,
2880,10313,5000,4.167,0.9660789048,4.312967239,3,2,1200,3,12,96,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2927,7393,2850,4.922,0.7819792921,6.294642125,0.5,1,579,1,22,104,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
2968,3870,12500,6.699,0.985779237,6.795457599,3,3,1866,7,43,6,0,1,0,1,1,1,0,0,Midtown South,Midtown,Manhattan,
3024,1104,2950,5.608,0.7819792921,7.172012195,0.5,1,526,4,36,12,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3074,10123,2625,5.048,0.7819792921,6.45551228,0.5,1,520,1,7,104,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3091,2153,5600,5.703,0.7749206845,7.359008182,1,1,982,7,33,6,1,0,1,0,0,1,0,0,Midtown South,Midtown,Manhattan,
3113,2759,4200,5.440,0.7749206845,7.020608195,1,1,772,3,8,94,0,0,1,1,1,1,0,1,Midtown South,Midtown,Manhattan,
3131,5309,2975,4.250,0.7749206845,5.484432259,1,1,700,3,9,88,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3132,2026,12000,4.444,1,4.444444444,1,2,2700,3,33,30,1,1,1,0,0,1,0,0,Midtown South,Midtown,Manhattan,
3169,7005,3450,6.273,0.7819792921,8.021602792,0.5,1,550,4,37,12,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3197,2312,3495,4.993,0.7749206845,6.443055712,1,1,700,3,8,88,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3211,4963,6150,4.100,0.9466046632,4.331269599,2,2,1500,3,3,94,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3226,4385,4965,7.217,0.7749206845,9.312656007,1,1,688,2,3,8,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3265,5442,5000,6.418,0.7749206845,8.282764115,1,1,779,7,31,6,0,1,0,1,1,1,1,0,Midtown South,Midtown,Manhattan,
3318,11298,3100,6.078,0.7819792921,7.773135982,0.5,1,510,2,3,8,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3345,7558,4500,5.357,0.7749206845,6.913149906,1,1,840,3,9,94,0,1,0,1,1,0,0,0,Midtown South,Midtown,Manhattan,
3367,5302,4925,6.774,0.7749206845,8.742075855,1,1,727,2,26,0,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3375,6369,3800,5.523,0.7749206845,7.127511143,1,1,688,3,22,11,0,1,1,1,1,1,0,1,Midtown South,Midtown,Manhattan,
3379,3221,3800,5.882,0.7749206845,7.590909701,1,1,646,3,24,11,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3385,7645,2850,5.938,0.7749206845,7.662074479,1,1,480,1,15,103,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3393,4909,2350,6.583,0.7819792921,8.417912239,0.5,1,357,1,9,103,0,0,0,1,1,1,0,0,Midtown South,Midtown,Manhattan,
3461,6433,3600,5.538,0.7749206845,7.147133441,1,1,650,3,10,28,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3475,10125,3050,5.744,0.7749206845,7.412215969,1,1,531,1,17,104,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3513,9630,4625,6.570,0.7749206845,8.477773795,1,1,704,2,17,8,1,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
3523,8195,7150,5.856,0.9466046632,6.186168401,2,2,1221,3,27,11,0,0,0,0,0,0,0,0,Midtown South,Midtown,Manhattan,
13,2964,4850,6.147,0.7749206845,7.932452532,1,1,789,2,40,11,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
30,11111,2100,5.122,0.7819792921,6.549983192,0.5,1,410,8,3,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
38,899,9000,7.200,0.9466046632,7.606131979,2,2,1250,13,46,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
57,2156,2595,9.105,0.7819792921,11.64386736,0.5,1,285,5,10,86,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
76,6566,3800,5.067,0.7749206845,6.538303555,1,1,750,13,21,9,1,0,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
79,1645,6000,5.000,0.9466046632,5.282036096,2,2,1200,9,4,105,0,0,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
98,8996,3800,5.429,0.7749206845,7.005325238,1,1,700,13,19,9,1,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
105,10549,4910,5.263,0.9466046632,5.559442065,2,2,933,10,10,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
115,5671,5120,5.105,0.9466046632,5.392627081,2,2,1003,10,7,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
122,7889,2150,3.308,0.7749206845,4.268426916,1,1,650,7,2,115,0,1,0,1,1,0,1,1,Midtown West,Midtown,Manhattan,
129,9498,3495,5.095,0.7749206845,6.574546645,1,1,686,10,34,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
135,1751,2800,5.385,0.7819792921,6.885879766,0.5,1,520,2,24,9,0,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
151,6690,2800,7.977,0.7819792921,10.20130336,0.5,1,351,1,2,29,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
154,11262,12500,5.000,0.985779237,5.072129552,3,3,2500,5,6,96,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
155,6266,2695,4.312,0.7819792921,5.514212517,0.5,1,625,9,7,8,1,1,1,0,0,1,0,0,Midtown West,Midtown,Manhattan,
158,4937,5000,6.545,0.7749206845,8.445383829,1,1,764,2,20,38,1,0,1,1,0,1,0,0,Midtown West,Midtown,Manhattan,
167,3595,2995,3.744,0.8618439948,4.343883606,2,1,800,3,2,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
181,9566,2095,5.110,0.7819792921,6.534387994,0.5,1,410,8,2,106,0,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
185,919,4250,5.313,0.7749206845,6.855540323,1,1,800,13,46,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
208,6035,3250,5.702,0.7819792921,7.2914391,0.5,1,570,2,3,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
213,7471,3000,6.048,0.7749206845,7.805169249,1,1,496,2,4,28,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
214,9496,3700,5.763,0.7749206845,7.437199691,1,1,642,10,32,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
215,6312,7950,6.211,0.9466046632,6.561279213,2,2,1280,2,45,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
217,6727,2600,5.950,0.7819792921,7.608458192,0.5,1,437,12,3,8,0,0,1,0,0,1,1,0,Midtown West,Midtown,Manhattan,
218,247,2095,5.110,0.7819792921,6.534387994,0.5,1,410,8,2,106,0,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
233,8656,5780,4.446,0.9660789048,4.60226781,3,2,1300,2,12,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
250,1767,5150,5.659,0.9333084504,6.063740939,3,1,910,9,31,86,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
305,9810,10000,7.407,0.9466046632,7.825238661,2,2,1350,2,53,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
315,4295,2300,5.412,0.7819792921,6.920598487,0.5,1,425,8,12,28,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
359,5274,3000,3.750,0.8618439948,4.351135499,2,1,800,3,1,96,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
365,6794,3791,6.480,0.7749206845,8.362587307,1,1,585,12,16,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
376,10335,2575,6.671,0.7819792921,8.530896564,0.5,1,386,10,20,29,1,1,1,0,0,1,0,0,Midtown West,Midtown,Manhattan,
379,6251,2995,3.328,0.8618439948,3.861229872,2,1,900,5,4,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
380,6425,3790,5.040,0.7749206845,6.503754149,1,1,752,7,5,7,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
388,1564,5250,6.098,0.8618439948,7.075017071,2,1,861,4,15,37,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
399,2176,5200,6.039,0.7749206845,7.793686615,1,1,861,4,14,37,0,1,1,1,1,1,0,0,Midtown West,Midtown,Manhattan,
438,1240,5250,5.250,0.9466046632,5.546137901,2,2,1000,2,6,34,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
449,10364,3375,5.129,0.7749206845,6.618973314,1,1,658,6,15,14,1,0,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
453,1635,3500,4.605,0.7749206845,5.942883252,1,1,760,5,3,8,0,0,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
461,51,2000,5.000,0.7819792921,6.394031211,0.5,1,400,5,5,53,0,0,0,1,1,1,0,1,Midtown West,Midtown,Manhattan,
481,8018,3550,5.530,0.7749206845,7.135691595,1,1,642,10,29,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
494,5070,3453,6.718,0.7819792921,8.590890962,0.5,1,514,12,6,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
501,9218,3370,5.780,0.7749206845,7.459403375,1,1,583,10,12,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
506,666,12500,5.814,0.9906875344,5.868604667,4,3,2150,2,25,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
515,2220,4000,5.208,0.7749206845,6.721117964,1,1,768,2,37,9,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
527,4624,3950,5.360,0.7749206845,6.916276613,1,1,737,1,9,19,1,1,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
531,2341,9995,5.525,0.9466046632,5.836810479,2,2,1809,5,11,86,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
537,151,7500,7.560,0.7749206845,9.756461561,1,1,992,5,14,86,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
540,10332,2450,5.632,0.7819792921,7.202471939,0.5,1,435,8,20,28,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
543,6950,3350,7.827,0.7819792921,10.00934792,0.5,1,428,10,4,0,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
570,2770,2600,6.075,0.7819792921,7.768449135,0.5,1,428,12,4,8,0,1,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
579,2762,2700,6.000,0.7819792921,7.672837453,0.5,1,450,3,2,15,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
593,6268,2400,4.000,0.7749206845,5.161818596,1,1,600,3,3,96,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
594,7423,3000,4.878,0.7749206845,6.294900727,1,1,615,12,4,8,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
596,10001,6917,8.518,0.8618439948,9.884007962,2,1,812,12,16,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
605,4473,3700,6.016,0.7819792921,7.693631051,0.5,1,615,2,38,38,0,1,1,0,0,1,1,0,Midtown West,Midtown,Manhattan,
626,6092,6055,6.294,0.9466046632,6.649215917,2,2,962,12,12,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
649,191,3900,4.869,0.7749206845,6.283112524,1,1,801,2,6,84,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
651,11315,7000,7.000,0.9333084504,7.500199958,3,1,1000,5,3,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
657,5670,3365,5.283,0.7749206845,6.816922911,1,1,637,10,6,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
668,2666,2900,4.833,0.7819792921,6.180896837,0.5,1,600,2,4,84,0,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
679,4067,3150,5.625,0.7749206845,7.258807401,1,1,560,2,4,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
692,4571,2900,5.273,0.7749206845,6.804215422,1,1,550,1,6,51,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
700,5187,3325,5.295,0.7749206845,6.832423102,1,1,628,6,5,14,1,1,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
728,5493,3725,6.303,0.7749206845,8.133576257,1,1,591,6,7,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
733,4055,3700,5.286,0.7749206845,6.820974574,1,1,700,10,24,13,1,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
739,9545,2600,4.333,0.7819792921,5.541493716,0.5,1,600,4,4,52,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
764,5384,3093,6.709,0.7819792921,8.579929951,0.5,1,461,12,19,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
771,5792,4950,5.046,1,5.04587156,1,2,981,9,5,8,1,0,1,1,1,0,1,1,Midtown West,Midtown,Manhattan,
779,6324,3400,4.857,0.7749206845,6.267922581,1,1,700,1,3,15,1,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
788,5386,2990,7.570,0.7819792921,9.680077631,0.5,1,395,12,1,8,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
797,221,2900,4.833,0.7749206845,6.237197471,1,1,600,2,9,84,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
802,5519,3160,5.249,0.7819792921,6.71267064,0.5,1,602,1,7,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
804,6706,3500,7.014,0.7819792921,8.969582861,0.5,1,499,10,3,0,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
807,1035,2750,5.578,0.7819792921,7.13330054,0.5,1,493,10,9,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
823,7320,3640,5.482,0.7749206845,7.0741791,1,1,664,1,8,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
824,895,4500,5.625,0.8618439948,6.526703248,2,1,800,13,29,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
832,6805,2100,4.200,0.7749206845,5.419909526,1,1,500,8,4,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
848,8415,3300,5.077,0.8150937858,6.228636711,1.5,1,650,13,16,9,0,0,0,0,0,1,0,0,Midtown West,Midtown,Manhattan,
867,5750,3495,4.660,0.8618439948,5.407011046,2,1,750,3,2,126,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
893,1598,3800,5.429,0.7749206845,7.005325238,1,1,700,13,5,9,0,0,0,0,1,1,0,0,Midtown West,Midtown,Manhattan,
901,1843,5958,4.583,0.9466046632,4.841595548,2,2,1300,1,21,51,1,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
911,90,5771,5.669,0.9466046632,5.988728941,2,2,1018,9,10,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
921,6710,6900,5.769,0.9466046632,6.094657034,2,2,1196,10,4,0,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
927,5174,5495,5.495,0.7749206845,7.091048297,1,1,1000,2,7,86,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
932,7285,3100,5.391,0.7749206845,6.95723376,1,1,575,2,5,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
936,2212,3775,6.199,0.7749206845,7.999123646,1,1,609,12,12,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
954,1745,2995,4.470,0.7749206845,5.768524887,1,1,670,8,10,28,0,0,0,1,1,1,0,1,Midtown West,Midtown,Manhattan,
965,1012,5450,5.093,0.9466046632,5.380765743,2,2,1070,13,32,9,1,1,1,1,1,0,0,1,Midtown West,Midtown,Manhattan,
967,9463,3405,5.761,0.7749206845,7.434852927,1,1,591,6,14,14,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
976,2144,3500,5.833,0.7749206845,7.52765212,1,1,600,2,32,28,0,0,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
977,2965,6300,5.220,0.9466046632,5.513973058,2,2,1207,2,47,9,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
992,8566,3150,5.478,0.7749206845,7.069447208,1,1,575,2,11,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1001,3613,2950,4.214,0.7749206845,5.438344593,1,1,700,5,2,6,0,0,1,0,0,1,0,0,Midtown West,Midtown,Manhattan,
1006,5366,5200,6.318,0.8618439948,7.331196304,2,1,823,5,4,3,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1009,8518,3100,4.429,0.8618439948,5.138483827,2,1,700,6,4,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1018,893,3500,5.000,0.7749206845,6.452273245,1,1,700,13,23,9,1,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
1030,568,6400,6.250,0.9466046632,6.60254512,2,2,1024,10,2,0,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1046,2488,3200,6.926,0.7819792921,8.857532414,0.5,1,462,2,5,28,0,0,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
1078,4874,6000,3.529,0.9833575907,3.589143764,4,2,1700,6,5,96,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1122,9968,2370,3.950,0.7749206845,5.097295864,1,1,600,5,2,106,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1124,1078,5500,7.190,0.7749206845,9.277778523,1,1,765,2,25,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1150,6121,3557,5.728,0.7749206845,7.391541364,1,1,621,12,5,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1156,3786,3375,3.971,0.7749206845,5.123864048,1,1,850,8,2,90,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1163,181,9200,6.416,0.9466046632,6.777507962,2,2,1434,2,55,38,0,0,1,1,1,1,0,0,Midtown West,Midtown,Manhattan,
1182,2171,2000,5.714,0.7819792921,7.307464241,0.5,1,350,3,2,86,0,1,0,0,1,1,0,0,Midtown West,Midtown,Manhattan,
1192,1475,2750,5.670,0.7819792921,7.250963229,0.5,1,485,2,5,28,0,0,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
1195,10144,4200,4.200,0.9333084504,4.500119975,3,1,1000,5,4,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1197,8817,3500,5.224,0.7749206845,6.741181003,1,1,670,2,15,9,0,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
1210,8011,2650,6.865,0.7819792921,8.77936928,0.5,1,386,10,29,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1237,8583,3850,4.813,0.8618439948,5.583957223,2,1,800,3,3,53,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1240,7983,1995,3.325,0.7749206845,4.290761708,1,1,600,8,3,116,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1242,6032,2500,6.250,0.7819792921,7.992539014,0.5,1,400,2,7,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1256,6525,5000,6.369,0.8618439948,7.390463692,2,1,785,12,18,4,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1261,3601,3300,5.140,0.7749206845,6.633178103,1,1,642,10,8,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1284,10371,3260,5.660,0.7819792921,7.237688107,0.5,1,576,1,9,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1299,4573,3625,5.577,0.7749206845,7.196766312,1,1,650,1,14,51,1,0,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1323,6672,3695,5.507,0.7749206845,7.106154886,1,1,671,1,7,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1326,1515,4700,5.875,0.7749206845,7.581421063,1,1,800,2,32,11,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1327,1528,4200,5.469,0.7749206845,7.057173862,1,1,768,2,43,9,0,1,0,0,1,0,0,0,Midtown West,Midtown,Manhattan,
1335,2997,6900,5.520,0.9466046632,5.83136785,2,2,1250,2,44,9,1,1,0,1,1,1,0,1,Midtown West,Midtown,Manhattan,
1337,3195,3700,5.556,0.7749206845,7.169192495,1,1,666,1,10,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1344,4236,3553,5.319,0.7749206845,6.863750551,1,1,668,4,38,16,1,0,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
1353,3553,9000,5.569,0.9660789048,5.7648572,3,2,1616,5,8,8,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1361,6657,3395,5.423,0.7749206845,6.998551971,1,1,626,6,6,14,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1366,10211,8500,5.802,0.985779237,5.885747603,3,3,1465,7,7,7,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1372,6368,5150,4.905,0.9466046632,5.181425885,2,2,1050,4,2,11,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1388,817,4300,5.059,0.7749206845,6.528182342,1,1,850,2,54,9,0,1,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1392,4895,3750,5.365,0.7749206845,6.923039963,1,1,699,3,15,15,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1393,10780,3000,6.667,0.7749206845,8.603030994,1,1,450,1,4,29,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1421,3660,3635,4.966,0.7749206845,6.408200341,1,1,732,10,4,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1437,9354,2395,3.685,0.7749206845,4.754829053,1,1,650,9,2,116,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1441,6791,2850,6.597,0.7819792921,8.436568959,0.5,1,432,6,7,66,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1443,4894,3795,5.177,0.7749206845,6.681139691,1,1,733,3,22,15,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1473,3839,2650,5.300,0.7819792921,6.777673084,0.5,1,500,3,5,59,0,0,0,0,0,1,0,0,Midtown West,Midtown,Manhattan,
1480,4897,4250,5.895,0.7749206845,7.606702162,1,1,721,3,44,15,1,1,1,1,1,0,0,1,Midtown West,Midtown,Manhattan,
1492,3286,8900,6.889,0.9466046632,7.277108554,2,2,1292,2,15,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1493,1152,3497,7.425,0.7819792921,9.494661208,0.5,1,471,12,19,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1498,10971,1995,3.325,0.7819792921,4.252030755,0.5,1,600,10,1,91,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1517,1394,5200,7.094,0.8618439948,8.23134319,2,1,733,2,14,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1520,510,3275,7.278,0.7819792921,9.306867652,0.5,1,450,7,12,7,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1533,8139,3800,5.330,0.7749206845,6.87759841,1,1,713,2,22,9,0,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
1545,7284,4900,5.765,0.8618439948,6.688804375,2,1,850,2,9,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1547,3025,2995,3.328,0.8618439948,3.861229872,2,1,900,7,3,106,0,1,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
